name,port,siz,atm,hyd,pop,gov,law,tl,uwp
System-4244,B,9,7,8,3,6,3,B,B978363-B
System-4245,E,3,5,2,1,4,2,8,E352142-8
System-4246,E,7,7,5,3,0,0,8,E775300-8
System-4247,C,6,7,6,5,6,6,8,C676566-8
System-4248,C,8,8,7,6,7,8,8,C887678-8
System-4249,E,7,8,A,2,2,2,7,E78A222-7
System-4250,B,9,B,6,3,5,4,C,B9B6354-C
System-4251,B,3,2,0,2,0,0,B,B320200-B
System-4252,B,4,4,0,9,6,8,9,B440968-9
System-4253,C,9,6,A,7,9,9,6,C96A799-6
System-4254,C,8,D,9,5,6,6,8,C8D9566-8
System-4255,X,3,2,0,2,0,0,4,X320200-4
System-4256,E,4,8,A,1,5,6,A,E48A156-A
System-4257,C,4,3,0,3,2,4,A,C430324-A
System-4258,C,6,4,9,3,8,8,8,C649388-8
System-4259,C,8,8,7,8,7,8,8,C887878-8
System-4260,E,5,7,4,1,0,3,5,E574103-5
System-4261,B,8,9,A,7,B,B,9,B89A7BB-9
System-4262,B,7,4,6,5,4,3,6,B746543-6
System-4263,C,6,4,6,4,1,0,6,C646410-6
System-4264,B,6,8,7,8,9,B,A,B68789B-A
System-4265,E,8,4,2,8,5,1,3,E842851-3
System-4266,E,5,3,4,8,A,D,5,E5348AD-5
System-4267,C,7,6,7,1,0,0,A,C767100-A
System-4268,X,9,D,7,5,5,5,2,X9D7555-2
System-4269,E,1,0,0,4,6,6,8,E100466-8
System-4270,E,4,2,5,8,B,G,5,E4258BG-5
System-4271,C,3,5,4,8,C,E,5,C3548CE-5
System-4272,E,6,5,2,6,6,5,6,E652665-6
System-4273,X,9,A,A,6,4,4,2,X9AA644-2
System-4274,C,A,5,5,3,2,0,8,CA55320-8
System-4275,X,7,A,6,7,5,3,1,X7A6753-1
System-4276,B,6,8,5,9,8,7,8,B685987-8
System-4277,B,3,2,0,7,7,4,9,B320774-9
System-4278,D,5,4,1,1,3,0,6,D541130-6
System-4279,C,9,8,A,3,0,0,9,C98A300-9
System-4280,C,4,6,2,5,8,9,8,C462589-8
System-4281,E,4,5,6,9,8,A,7,E45698A-7
System-4282,E,2,4,3,8,6,4,7,E243864-7
System-4283,E,5,6,8,8,5,4,5,E568854-5
System-4284,X,9,9,9,6,A,A,0,X9996AA-0
System-4285,C,7,A,6,3,5,3,6,C7A6353-6
System-4286,D,4,3,2,3,3,4,9,D432334-9
System-4287,B,3,3,1,5,9,C,C,B33159C-C
System-4288,C,3,6,2,6,9,7,8,C362697-8
System-4289,D,4,7,A,6,4,5,5,D47A645-5
System-4290,D,3,5,4,7,3,4,6,D354734-6
System-4291,B,5,2,3,6,6,5,6,B523665-6
System-4292,E,5,0,0,6,2,3,2,E500623-2
System-4293,X,3,2,1,5,6,9,0,X321569-0
System-4294,X,3,4,4,8,7,7,0,X344877-0
System-4295,C,4,4,2,6,2,5,6,C442625-6
System-4296,D,5,4,6,6,4,6,4,D546646-4
System-4297,X,1,0,0,1,3,4,6,X100134-6
System-4298,E,8,6,8,5,6,4,4,E868564-4
System-4299,B,7,2,0,8,7,B,9,B72087B-9
System-4300,X,9,8,9,6,5,7,1,X989657-1
System-4301,C,6,8,A,8,5,6,6,C68A856-6
System-4302,C,4,8,5,7,4,2,9,C485742-9
System-4303,C,9,B,7,6,5,9,9,C9B7659-9
System-4304,B,2,1,0,8,7,5,8,B210875-8
System-4305,C,4,2,3,2,0,0,A,C423200-A
System-4306,C,7,4,3,9,A,A,8,C7439AA-8
System-4307,B,7,A,5,2,4,4,8,B7A5244-8
System-4308,E,5,5,7,9,D,D,4,E5579DD-4
System-4309,X,8,B,4,3,2,1,3,X8B4321-3
System-4310,X,5,1,0,5,3,4,4,X510534-4
System-4311,D,4,1,0,7,3,2,7,D410732-7
System-4312,C,8,7,7,5,5,4,8,C877554-8
System-4313,C,7,6,3,5,6,5,7,C763565-7
System-4314,X,3,4,4,4,5,8,3,X344458-3
System-4315,E,6,6,6,5,A,A,4,E6665AA-4
System-4316,E,6,1,0,3,7,7,4,E610377-4
System-4317,D,7,3,6,6,9,8,3,D736698-3
System-4318,D,0,0,0,6,5,9,5,D000659-5
System-4319,D,4,6,A,6,5,1,8,D46A651-8
System-4320,E,5,7,8,7,9,8,2,E578798-2
System-4321,C,7,8,A,4,0,1,9,C78A401-9
System-4322,C,6,5,3,3,1,2,5,C653312-5
System-4323,C,9,B,5,3,0,0,A,C9B5300-A
System-4324,C,0,0,0,5,1,0,B,C000510-B
System-4325,D,0,0,0,7,6,6,4,D000766-4
System-4326,C,8,9,8,3,0,0,5,C898300-5
System-4327,E,4,3,0,6,4,5,5,E430645-5
System-4328,E,5,6,5,2,0,0,6,E565200-6
System-4329,D,7,B,6,6,9,C,2,D7B669C-2
System-4330,D,1,5,0,3,3,1,6,D150331-6
System-4331,E,8,9,9,0,3,0,7,E899030-7
System-4332,D,2,1,0,4,2,0,8,D210420-8
System-4333,X,3,6,7,1,0,0,4,X367100-4
System-4334,X,6,1,0,5,6,3,4,X610563-4
System-4335,C,4,5,2,6,5,5,A,C452655-A
System-4336,E,8,5,8,2,5,4,5,E858254-5
System-4337,D,3,5,9,4,3,2,6,D359432-6
System-4338,X,5,5,4,3,4,5,2,X554345-2
System-4339,E,5,4,5,6,5,5,6,E545655-6
System-4340,B,1,5,0,9,E,F,E,B1509EF-E
System-4341,E,3,6,1,5,7,7,5,E361577-5
System-4342,C,4,7,5,9,9,7,B,C475997-B
System-4343,C,5,7,A,7,C,F,8,C57A7CF-8
System-4344,E,8,9,A,3,7,9,5,E89A379-5
System-4345,E,3,4,8,3,4,3,5,E348343-5
System-4346,B,8,8,5,5,6,B,8,B88556B-8
System-4347,X,3,0,0,3,4,5,5,X300345-5
System-4348,E,7,8,9,9,B,B,4,E7899BB-4
System-4349,A,9,5,7,5,2,4,9,A957524-9
System-4350,C,5,6,5,5,9,7,6,C565597-6
System-4351,D,9,9,9,4,4,4,5,D999444-5
System-4352,D,2,1,0,6,6,3,8,D210663-8
System-4353,C,5,6,A,6,5,6,9,C56A656-9
System-4354,B,7,5,1,5,5,7,9,B751557-9
System-4355,E,3,4,4,6,A,A,4,E3446AA-4
System-4356,D,4,1,0,5,8,C,7,D41058C-7
System-4357,D,4,0,0,8,8,B,4,D40088B-4
System-4358,B,7,7,A,3,1,1,C,B77A311-C
System-4359,D,3,0,0,7,4,3,4,D300743-4
System-4360,D,5,6,1,7,C,9,2,D5617C9-2
System-4361,C,3,5,4,8,8,6,4,C354886-4
System-4362,X,2,0,0,5,A,A,2,X2005AA-2
System-4363,C,4,4,6,3,4,6,A,C446346-A
System-4364,D,5,8,9,6,4,7,2,D589647-2
System-4365,D,3,0,0,7,7,A,4,D30077A-4
System-4366,E,3,5,2,9,8,B,8,E35298B-8
System-4367,C,8,8,8,5,1,0,9,C888510-9
System-4368,E,1,0,0,5,4,8,6,E100548-6
System-4369,D,5,5,9,9,7,6,7,D559976-7
System-4370,D,6,7,3,4,0,0,8,D673400-8
System-4371,X,3,5,1,9,9,B,3,X35199B-3
System-4372,D,5,4,6,1,3,5,7,D546135-7
System-4373,X,4,3,0,9,9,A,5,X43099A-5
System-4374,A,3,4,4,7,C,B,A,A3447CB-A
System-4375,C,5,1,0,6,8,B,7,C51068B-7
System-4376,D,0,0,0,4,6,8,6,D000468-6
System-4377,D,A,7,8,2,0,0,6,DA78200-6
System-4378,D,5,5,6,5,5,6,3,D556556-3
System-4379,E,3,3,8,8,C,A,5,E3388CA-5
System-4380,D,2,6,3,3,0,0,7,D263300-7
System-4381,E,5,1,0,7,2,1,6,E510721-6
System-4382,X,1,6,0,2,4,4,3,X160244-3
System-4383,D,8,8,8,9,7,8,8,D888978-8
System-4384,E,4,1,0,2,1,0,6,E410210-6
System-4385,D,3,4,5,6,6,4,7,D345664-7
System-4386,C,6,3,3,3,3,4,6,C633334-6
System-4387,E,5,2,0,8,7,7,7,E520877-7
System-4388,C,1,0,0,7,C,9,8,C1007C9-8
System-4389,E,9,C,9,8,7,8,4,E9C9878-4
System-4390,B,2,2,2,3,7,7,A,B222377-A
System-4391,C,1,1,0,5,5,2,B,C110552-B
System-4392,D,8,A,A,8,3,1,6,D8AA831-6
System-4393,D,1,0,0,9,6,2,8,D100962-8
System-4394,E,9,5,2,8,B,C,6,E9528BC-6
System-4395,E,0,0,0,6,A,D,9,E0006AD-9
System-4396,X,3,6,7,5,8,B,0,X36758B-0
System-4397,E,6,9,A,5,5,6,8,E69A556-8
System-4398,E,6,8,7,3,3,0,2,E687330-2
System-4399,A,5,8,8,6,4,5,8,A588645-8
System-4400,E,7,C,A,7,A,A,6,E7CA7AA-6
System-4401,E,4,1,0,4,5,4,9,E410454-9
System-4402,X,2,2,4,8,B,E,2,X2248BE-2
System-4403,E,8,8,5,6,6,2,3,E885662-3
System-4404,C,7,8,A,4,1,3,B,C78A413-B
System-4405,X,5,5,5,7,6,2,0,X555762-0
System-4406,E,9,A,6,3,2,2,3,E9A6322-3
System-4407,C,6,B,5,3,4,4,7,C6B5344-7
System-4408,X,4,6,5,6,6,A,3,X46566A-3
System-4409,B,5,9,A,5,5,6,B,B59A556-B
System-4410,X,8,9,9,2,5,8,1,X899258-1
System-4411,C,7,4,7,7,B,B,5,C7477BB-5
System-4412,C,6,6,4,5,8,9,5,C664589-5
System-4413,X,3,4,1,9,B,D,0,X3419BD-0
System-4414,C,1,1,0,6,7,6,8,C110676-8
System-4415,C,4,2,2,5,6,4,8,C422564-8
System-4416,C,F,C,A,5,5,1,A,CFCA551-A
System-4417,E,6,6,7,5,6,4,6,E667564-6
System-4418,C,9,5,3,1,0,0,6,C953100-6
System-4419,X,5,7,A,7,9,B,0,X57A79B-0
System-4420,E,6,5,3,2,0,1,6,E653201-6
System-4421,B,4,6,8,6,3,5,8,B468635-8
System-4422,A,8,B,8,2,5,5,B,A8B8255-B
System-4423,X,1,6,0,6,4,6,1,X160646-1
System-4424,C,4,3,3,3,3,0,A,C433330-A
System-4425,C,2,0,0,9,8,A,8,C20098A-8
System-4426,B,2,4,0,1,0,2,8,B240102-8
System-4427,E,1,0,0,6,6,4,7,E100664-7
System-4428,E,7,8,9,5,4,2,4,E789542-4
System-4429,D,6,7,3,9,7,7,8,D673977-8
System-4430,B,1,5,0,1,3,5,B,B150135-B
System-4431,D,7,4,3,3,6,4,3,D743364-3
System-4432,D,6,7,5,D,F,H,6,D675DFH-6
System-4433,D,3,4,4,1,1,2,5,D344112-5
System-4434,B,6,A,9,6,9,A,9,B6A969A-9
System-4435,B,6,3,6,9,C,8,B,B6369C8-B
System-4436,E,7,7,4,7,9,8,1,E774798-1
System-4437,E,5,4,7,9,C,E,6,E5479CE-6
System-4438,E,4,0,0,8,4,4,3,E400844-3
System-4439,C,0,0,0,5,6,8,8,C000568-8
System-4440,E,4,1,0,3,3,4,7,E410334-7
System-4441,X,6,B,9,4,6,8,0,X6B9468-0
System-4442,D,4,0,0,6,3,3,5,D400633-5
System-4443,X,5,5,6,5,A,D,1,X5565AD-1
System-4444,C,5,5,4,3,4,3,7,C554343-7
System-4445,E,9,C,8,6,9,8,2,E9C8698-2
System-4446,C,5,4,5,5,9,C,7,C54559C-7
System-4447,D,9,8,9,9,A,E,5,D9899AE-5
System-4448,E,4,6,3,2,0,0,6,E463200-6
System-4449,D,B,F,7,4,6,4,6,DBF7464-6
System-4450,E,4,4,1,7,8,7,3,E441787-3
System-4451,C,9,5,3,4,8,9,7,C953489-7
System-4452,C,6,A,9,5,6,A,6,C6A956A-6
System-4453,C,9,6,5,5,4,7,9,C965547-9
System-4454,X,5,2,1,5,0,2,0,X521502-0
System-4455,E,5,5,0,5,0,2,8,E550502-8
System-4456,D,6,5,7,5,1,0,7,D657510-7
System-4457,C,7,6,7,5,7,8,7,C767578-7
System-4458,C,4,1,0,8,7,3,6,C410873-6
System-4459,C,9,7,8,5,2,4,4,C978524-4
System-4460,D,6,5,4,6,7,9,3,D654679-3
System-4461,A,2,0,0,6,7,9,B,A200679-B
System-4462,E,8,8,8,3,0,4,6,E888304-6
System-4463,D,8,6,2,4,3,4,5,D862434-5
System-4464,X,9,A,6,7,4,8,0,X9A6748-0
System-4465,X,6,A,5,8,5,5,4,X6A5855-4
System-4466,C,9,6,8,3,1,1,5,C968311-5
System-4467,E,6,4,9,3,1,1,7,E649311-7
System-4468,D,3,1,1,6,6,8,5,D311668-5
System-4469,B,7,7,A,4,8,9,8,B77A489-8
System-4470,D,6,8,8,5,7,4,7,D688574-7
System-4471,D,5,0,0,4,2,5,3,D500425-3
System-4472,B,6,7,8,9,4,5,B,B678945-B
System-4473,B,2,0,1,7,9,9,7,B201799-7
System-4474,B,1,1,0,6,9,9,C,B110699-C
System-4475,X,7,3,6,0,0,0,4,X736000-4
System-4476,D,4,4,1,3,3,7,4,D441337-4
System-4477,B,3,4,1,4,7,9,C,B341479-C
System-4478,C,3,0,0,6,4,2,7,C300642-7
System-4479,C,6,A,4,7,6,6,7,C6A4766-7
System-4480,C,1,0,0,5,2,2,B,C100522-B
System-4481,C,E,F,A,5,7,8,A,CEFA578-A
System-4482,C,5,6,6,6,5,6,8,C566656-8
System-4483,X,5,5,5,4,6,8,0,X555468-0
System-4484,D,5,5,7,4,3,5,5,D557435-5
System-4485,E,7,3,6,4,6,8,3,E736468-3
System-4486,C,1,0,0,7,2,0,9,C100720-9
System-4487,E,5,7,9,1,1,3,6,E579113-6
System-4488,C,3,5,4,3,2,0,5,C354320-5
System-4489,B,6,7,A,5,8,7,9,B67A587-9
System-4490,E,7,8,9,2,0,3,9,E789203-9
System-4491,X,5,3,3,3,1,0,4,X533310-4
System-4492,D,4,9,8,5,5,3,6,D498553-6
System-4493,C,0,0,0,1,6,9,8,C000169-8
System-4494,D,8,7,7,5,5,5,8,D877555-8
System-4495,X,7,3,1,6,8,6,0,X731686-0
System-4496,X,7,5,8,2,2,6,0,X758226-0
System-4497,E,8,C,7,5,7,8,8,E8C7578-8
System-4498,X,8,4,2,7,C,A,2,X8427CA-2
System-4499,C,5,7,A,6,7,7,8,C57A677-8
System-4500,X,6,6,5,5,9,5,0,X665595-0
System-4501,X,7,5,8,4,3,5,2,X758435-2
System-4502,E,2,0,0,1,1,3,7,E200113-7
System-4503,C,3,4,5,2,0,1,6,C345201-6
System-4504,X,2,5,4,6,9,5,0,X254695-0
System-4505,E,4,1,0,9,8,7,A,E410987-A
System-4506,E,6,6,4,7,7,B,1,E66477B-1
System-4507,E,7,9,6,9,A,A,6,E7969AA-6
System-4508,C,3,2,0,0,3,3,A,C320033-A
System-4509,X,7,4,2,6,5,1,0,X742651-0
System-4510,X,7,7,A,4,4,7,4,X77A447-4
System-4511,E,9,7,8,7,8,8,4,E978788-4
System-4512,C,2,0,0,0,1,0,A,C200010-A
System-4513,C,8,8,7,1,5,2,5,C887152-5
System-4514,B,4,8,5,6,6,8,9,B485668-9
System-4515,B,8,5,7,4,2,2,A,B857422-A
System-4516,X,7,6,8,3,7,9,0,X768379-0
System-4517,X,6,7,A,9,B,B,4,X67A9BB-4
System-4518,C,7,5,6,4,0,3,A,C756403-A
System-4519,B,6,6,3,3,7,3,6,B663373-6
System-4520,E,8,9,8,3,6,4,4,E898364-4
System-4521,D,3,0,0,2,2,0,6,D300220-6
System-4522,B,6,7,5,2,2,0,B,B675220-B
System-4523,E,4,5,4,3,5,6,8,E454356-8
System-4524,B,3,5,6,3,2,3,9,B356323-9
System-4525,C,B,B,8,7,5,2,7,CBB8752-7
System-4526,C,9,8,6,5,8,8,4,C986588-4
System-4527,X,3,1,0,2,0,0,4,X310200-4
System-4528,X,7,3,3,4,5,4,2,X733454-2
System-4529,B,3,0,0,7,6,7,9,B300767-9
System-4530,B,6,8,6,6,7,A,6,B68667A-6
System-4531,B,6,6,5,4,3,4,7,B665434-7
System-4532,X,4,2,5,6,3,0,2,X425630-2
System-4533,D,6,5,6,6,1,0,3,D656610-3
System-4534,D,3,6,9,7,6,3,7,D369763-7
System-4535,C,5,7,8,6,7,C,8,C57867C-8
System-4536,E,7,7,5,0,2,0,1,E775020-1
System-4537,E,1,0,0,3,0,0,8,E100300-8
System-4538,E,6,3,3,8,B,D,2,E6338BD-2
System-4539,A,1,5,0,7,5,6,B,A150756-B
System-4540,X,5,6,3,4,4,4,3,X563444-3
System-4541,B,1,3,0,6,8,8,A,B130688-A
System-4542,D,8,B,6,8,D,E,2,D8B68DE-2
System-4543,C,5,3,5,A,A,B,A,C535AAB-A
System-4544,X,0,0,0,3,1,0,2,X000310-2
System-4545,B,7,6,7,2,4,8,A,B767248-A
System-4546,C,6,5,2,9,A,A,7,C6529AA-7
System-4547,C,5,2,4,9,8,A,8,C52498A-8
System-4548,E,4,4,8,6,9,6,6,E448696-6
System-4549,C,9,8,A,7,7,7,6,C98A777-6
System-4550,B,6,4,3,7,7,4,5,B643774-5
System-4551,B,5,A,A,6,5,5,A,B5AA655-A
System-4552,B,9,D,9,8,8,8,C,B9D9888-C
System-4553,E,4,4,3,4,3,3,7,E443433-7
System-4554,E,8,A,A,7,A,8,6,E8AA7A8-6
System-4555,X,7,4,4,9,B,D,3,X7449BD-3
System-4556,C,7,9,A,7,6,6,5,C79A766-5
System-4557,E,7,7,7,9,6,2,4,E777962-4
System-4558,D,5,4,9,6,7,8,2,D549678-2
System-4559,D,5,3,4,5,4,3,4,D534543-4
System-4560,C,0,0,0,3,4,7,7,C000347-7
System-4561,E,7,8,A,4,5,7,6,E78A457-6
System-4562,C,4,4,4,3,2,3,6,C444323-6
System-4563,E,5,4,4,0,4,2,2,E544042-2
System-4564,B,7,7,4,5,6,A,6,B77456A-6
System-4565,C,9,B,5,9,B,9,6,C9B59B9-6
System-4566,X,4,1,0,8,9,9,3,X410899-3
System-4567,B,5,8,A,9,B,D,C,B58A9BD-C
System-4568,D,3,0,0,6,8,3,3,D300683-3
System-4569,E,5,2,0,8,3,3,4,E520833-4
System-4570,E,2,5,3,8,9,8,7,E253898-7
System-4571,D,5,9,A,6,8,A,3,D59A68A-3
System-4572,D,3,1,0,6,7,9,4,D310679-4
System-4573,C,6,A,8,2,3,1,9,C6A8231-9
System-4574,C,7,4,6,5,8,4,9,C746584-9
System-4575,C,7,6,6,4,1,0,4,C766410-4
System-4576,X,3,0,0,8,A,C,0,X3008AC-0
System-4577,D,D,A,1,8,7,7,2,DDA1877-2
System-4578,A,7,C,7,9,7,6,B,A7C7976-B
System-4579,B,6,6,3,3,7,6,A,B663376-A
System-4580,E,8,7,8,1,0,1,7,E878101-7
System-4581,X,B,E,A,8,A,E,4,XBEA8AE-4
System-4582,E,4,0,0,7,8,3,3,E400783-3
System-4583,C,D,D,5,0,0,1,5,CDD5001-5
System-4584,C,5,5,2,5,5,A,A,C55255A-A
System-4585,C,2,0,0,6,8,9,5,C200689-5
System-4586,C,4,2,2,2,0,0,8,C422200-8
System-4587,X,3,4,6,8,4,3,2,X346843-2
System-4588,C,4,2,6,5,2,1,9,C426521-9
System-4589,B,3,0,0,8,B,8,C,B3008B8-C
System-4590,E,8,A,5,2,0,0,6,E8A5200-6
System-4591,C,4,0,0,4,6,9,B,C400469-B
System-4592,D,7,B,7,2,4,1,5,D7B7241-5
System-4593,C,A,B,A,5,3,3,9,CABA533-9
System-4594,C,7,5,0,B,A,8,A,C750BA8-A
System-4595,B,4,6,6,8,8,3,A,B466883-A
System-4596,E,2,2,2,5,7,3,9,E222573-9
System-4597,D,5,9,4,8,9,9,5,D594899-5
System-4598,X,3,3,0,8,7,5,0,X330875-0
System-4599,D,5,6,A,4,7,3,8,D56A473-8
System-4600,C,8,7,8,2,2,5,8,C878225-8
System-4601,B,6,5,5,1,0,0,C,B655100-C
System-4602,E,5,5,6,7,7,A,2,E55677A-2
System-4603,B,4,0,0,4,8,C,B,B40048C-B
System-4604,X,3,3,4,7,6,4,0,X334764-0
System-4605,X,6,8,9,5,4,3,0,X689543-0
System-4606,C,8,8,6,6,2,3,5,C886623-5
System-4607,E,5,5,7,9,7,7,6,E557977-6
System-4608,C,8,6,7,5,5,4,5,C867554-5
System-4609,D,6,6,3,4,0,0,4,D663400-4
System-4610,E,4,1,0,5,5,5,5,E410555-5
System-4611,X,5,2,0,4,4,8,1,X520448-1
System-4612,E,7,3,7,4,7,B,5,E73747B-5
System-4613,E,1,5,0,5,5,5,7,E150555-7
System-4614,X,3,0,0,8,7,5,2,X300875-2
System-4615,E,4,2,1,7,9,8,3,E421798-3
System-4616,A,6,4,0,4,4,4,C,A640444-C
System-4617,B,6,7,3,1,6,9,B,B673169-B
System-4618,D,1,3,0,6,8,A,5,D13068A-5
System-4619,B,5,2,0,8,A,B,A,B5208AB-A
System-4620,D,3,6,4,5,5,8,6,D364558-6
System-4621,D,8,4,8,5,4,1,2,D848541-2
System-4622,E,4,8,9,7,5,5,6,E489755-6
System-4623,C,5,3,3,5,8,6,5,C533586-5
System-4624,B,6,5,7,4,0,0,7,B657400-7
System-4625,D,5,7,5,6,5,8,6,D575658-6
System-4626,B,1,3,0,6,4,6,C,B130646-C
System-4627,E,5,7,8,6,9,7,6,E578697-6
System-4628,C,6,7,3,6,2,5,8,C673625-8
System-4629,B,2,0,0,5,4,6,8,B200546-8
System-4630,C,2,2,0,7,9,9,6,C220799-6
System-4631,C,4,7,5,3,1,3,9,C475313-9
System-4632,X,4,0,1,7,9,6,1,X401796-1
System-4633,E,3,1,0,6,4,3,4,E310643-4
System-4634,D,2,4,5,5,5,0,4,D245550-4
System-4635,C,4,2,4,2,2,2,8,C424222-8
System-4636,E,9,9,5,A,9,9,6,E995A99-6
System-4637,C,4,5,5,2,0,0,9,C455200-9
System-4638,E,5,A,A,3,5,8,9,E5AA358-9
System-4639,C,2,5,6,C,F,H,A,C256CFH-A
System-4640,E,2,1,0,2,3,4,7,E210234-7
System-4641,X,8,8,9,5,0,3,2,X889503-2
System-4642,E,6,3,0,7,8,5,4,E630785-4
System-4643,E,9,9,9,6,2,4,4,E999624-4
System-4644,D,8,6,3,4,8,3,3,D863483-3
System-4645,X,5,6,4,6,7,9,0,X564679-0
System-4646,A,7,7,5,4,6,9,D,A775469-D
System-4647,D,4,4,2,8,C,9,3,D4428C9-3
System-4648,X,5,5,2,0,4,0,2,X552040-2
System-4649,C,5,2,0,9,6,7,B,C520967-B
System-4650,C,4,8,9,6,1,0,8,C489610-8
System-4651,D,7,A,8,9,4,6,6,D7A8946-6
System-4652,C,5,3,6,8,8,B,8,C53688B-8
System-4653,X,3,1,0,4,2,0,3,X310420-3
System-4654,D,6,5,5,8,6,3,2,D655863-2
System-4655,D,5,0,0,3,6,8,3,D500368-3
System-4656,C,5,3,2,1,1,2,7,C532112-7
System-4657,D,6,8,3,4,4,3,2,D683443-2
System-4658,E,5,3,4,0,1,0,4,E534010-4
System-4659,D,2,4,2,9,4,0,6,D242940-6
System-4660,E,8,7,8,5,4,5,7,E878545-7
System-4661,C,5,5,8,0,0,0,4,C558000-4
System-4662,X,4,3,1,4,6,9,2,X431469-2
System-4663,D,7,3,7,9,9,9,5,D737999-5
System-4664,X,6,5,9,6,8,4,3,X659684-3
System-4665,E,4,2,6,8,8,8,8,E426888-8
System-4666,E,8,C,A,7,6,6,5,E8CA766-5
System-4667,X,7,8,A,7,6,7,1,X78A767-1
System-4668,C,7,7,A,2,5,9,C,C77A259-C
System-4669,C,1,0,0,7,6,5,8,C100765-8
System-4670,C,7,9,9,9,A,9,B,C7999A9-B
System-4671,E,2,5,0,4,1,0,4,E250410-4
System-4672,E,4,5,7,4,7,9,6,E457479-6
System-4673,B,5,4,9,E,F,J,D,B549EFJ-D
System-4674,C,6,4,3,7,7,7,4,C643777-4
System-4675,C,6,7,A,7,7,A,8,C67A77A-8
System-4676,X,2,3,5,4,1,0,3,X235410-3
System-4677,X,5,5,1,6,7,6,0,X551676-0
System-4678,A,5,4,7,1,2,4,9,A547124-9
System-4679,E,5,7,7,4,5,4,8,E577454-8
System-4680,B,7,4,4,2,2,2,8,B744222-8
System-4681,C,7,6,3,6,7,4,3,C763674-3
System-4682,D,4,5,6,1,1,0,5,D456110-5
System-4683,D,5,3,5,3,5,8,6,D535358-6
System-4684,C,3,7,9,6,5,7,6,C379657-6
System-4685,B,3,6,6,9,9,7,9,B366997-9
System-4686,B,5,3,0,1,4,3,A,B530143-A
System-4687,C,5,8,9,7,9,9,4,C589799-4
System-4688,A,5,2,4,4,3,4,D,A524434-D
System-4689,E,3,0,0,6,3,2,5,E300632-5
System-4690,X,2,4,3,6,A,A,1,X2436AA-1
System-4691,X,F,F,A,5,3,3,3,XFFA533-3
System-4692,D,7,8,A,2,3,2,7,D78A232-7
System-4693,E,6,9,8,5,5,3,6,E698553-6
System-4694,C,5,7,5,8,8,9,3,C575889-3
System-4695,B,6,7,8,4,6,9,6,B678469-6
System-4696,X,7,4,6,5,5,8,1,X746558-1
System-4697,D,2,5,6,4,5,6,5,D256456-5
System-4698,D,6,3,3,8,4,7,2,D633847-2
System-4699,C,8,9,A,6,8,9,5,C89A689-5
System-4700,C,3,6,4,8,7,3,5,C364873-5
System-4701,E,4,5,4,6,6,6,7,E454666-7
System-4702,C,7,8,4,4,3,1,4,C784431-4
System-4703,D,4,4,9,6,7,3,7,D449673-7
System-4704,E,7,B,A,5,3,2,A,E7BA532-A
System-4705,C,7,6,2,5,3,1,6,C762531-6
System-4706,B,3,0,0,8,9,8,A,B300898-A
System-4707,E,6,4,7,4,8,7,6,E647487-6
System-4708,B,5,4,6,8,4,0,9,B546840-9
System-4709,E,1,2,0,2,0,4,A,E120204-A
System-4710,A,1,4,0,5,5,2,F,A140552-F
System-4711,B,5,7,3,2,2,1,A,B573221-A
System-4712,X,6,4,0,5,2,4,0,X640524-0
System-4713,C,5,4,4,3,3,3,6,C544333-6
System-4714,X,5,6,1,2,0,0,1,X561200-1
System-4715,E,5,4,0,7,9,7,5,E540797-5
System-4716,X,8,B,5,2,0,0,2,X8B5200-2
System-4717,E,5,3,3,6,6,9,2,E533669-2
System-4718,X,4,3,0,5,9,4,5,X430594-5
System-4719,E,0,0,0,6,A,A,8,E0006AA-8
System-4720,X,4,6,2,7,7,3,2,X462773-2
System-4721,E,3,1,0,7,5,4,6,E310754-6
System-4722,X,4,1,0,5,6,6,3,X410566-3
System-4723,B,5,A,5,5,7,7,7,B5A5577-7
System-4724,B,5,4,4,7,6,5,7,B544765-7
System-4725,E,6,5,3,3,4,2,7,E653342-7
System-4726,D,6,6,4,6,1,1,3,D664611-3
System-4727,X,8,B,7,4,7,8,3,X8B7478-3
System-4728,X,5,6,8,5,8,8,3,X568588-3
System-4729,E,5,7,4,4,6,5,7,E574465-7
System-4730,E,8,6,7,5,5,5,7,E867555-7
System-4731,X,1,5,0,8,8,A,0,X15088A-0
System-4732,E,4,5,3,3,1,0,3,E453310-3
System-4733,X,4,3,3,7,3,4,0,X433734-0
System-4734,X,6,5,9,0,1,2,0,X659012-0
System-4735,X,1,6,0,5,6,2,0,X160562-0
System-4736,C,4,5,2,8,8,B,8,C45288B-8
System-4737,E,5,5,5,1,1,0,4,E555110-4
System-4738,D,7,5,1,8,3,3,6,D751833-6
System-4739,X,7,8,A,8,C,D,0,X78A8CD-0
System-4740,E,E,9,A,3,4,5,9,EE9A345-9
System-4741,B,7,7,4,8,9,7,5,B774897-5
System-4742,E,5,4,8,4,6,2,7,E548462-7
System-4743,E,5,1,0,6,5,2,7,E510652-7
System-4744,X,7,7,8,7,5,5,0,X778755-0
System-4745,D,6,7,9,6,9,A,6,D67969A-6
System-4746,C,7,B,2,9,8,6,A,C7B2986-A
System-4747,C,8,A,7,7,7,6,7,C8A7776-7
System-4748,X,5,8,A,1,3,6,5,X58A136-5
System-4749,B,7,8,8,6,8,A,A,B78868A-A
System-4750,C,3,3,6,4,7,9,7,C336479-7
